id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg, pub, year>
2081	microalgal species	-0,1867	-0,392	2	142	205	15	2017,2
2082	microbe	0,3552	-0,6417	2	480	865	70	2015,4857
2083	microbial biomass	-0,0829	-0,6399	2	135	153	12	2016
2084	microbial cell	0,5781	-0,6419	2	129	162	14	2014,8571
2085	microbial community	0,4126	-0,6774	2	270	450	43	2015,907
2086	microbial conversion	0,4797	-0,6502	2	114	141	11	2015,5455
2087	microbial electrolysis cell	0,582	-0,6123	2	182	345	30	2016
2088	microbial electrosynthesis	0,7862	-0,7045	2	113	195	16	2018,5625
2089	microbial fermentation	0,2976	-0,3933	2	141	180	15	2015,1333
2090	microbial fuel cell	0,9237	-0,66	5	399	1271	99	2012,9697
2091	microbial lipid	-0,0997	-0,6243	2	131	191	15	2017
2092	microbial oil	-0,1332	-0,5365	2	210	306	21	2017,2857
2093	microbial production	0,4569	-0,6554	2	115	153	13	2015,9231
2094	microcrystalline cellulose	0,4595	0,2393	2	283	408	32	2014,875
2095	microemulsion	-0,5225	-0,3414	7	134	175	17	2015,9412
2096	microfluidic biofuel cell	1,5916	-0,5435	5	116	200	11	2012,7273
2097	microorganism	0,3165	-0,6689	2	753	1755	141	2015,3404
2098	micropore	0,5249	0,6869	1	249	346	21	2015,8095
2099	microwave absorber	-0,333	0,6915	6	94	136	13	2015,5385
2100	microwave pyrolysis	-0,2714	0,6875	6	292	593	50	2016,18
2101	mild reaction condition	0,3322	0,4331	1	564	967	66	2016,4848
2102	milling	0,1581	-0,3672	2	280	398	31	2015,871
2103	million	-0,5352	-0,3128	3	117	129	11	2015,7273
2104	min reaction time	-0,4211	0,2351	4	532	1112	76	2015,5526
2105	mineral acid	0,3231	0,0866	2	150	189	18	2013,1667
2106	mineral diesel	-1,166	-0,3104	7	305	561	33	2016,7273
2107	mini review	0,5169	-0,4893	5	86	97	10	2019,5
2108	minimum fuel selling price	-0,3934	-0,4769	3	246	512	29	2017,2414
2109	minimum selling price	-0,3131	-0,4007	3	301	591	39	2017,8205
2110	miscanthus	0,0046	0,0792	2	305	426	34	2015,4118
2111	mitigation	-0,3164	-0,4534	3	431	648	54	2015,8889
2112	mix	-0,6021	-0,4245	3	487	765	51	2016,5686
2113	mixed alcohol	-0,1768	-0,344	3	125	157	11	2016,1818
2114	mixed culture	0,4489	-0,7356	2	144	198	17	2014,2941
2115	mixed metal oxide	0,3191	0,5467	1	216	321	20	2017,1
2116	mixed oxide	0,1595	0,6173	1	355	613	44	2016,4545
2117	mj kg	-0,3487	0,5153	6	1351	5695	421	2017,2067
2118	mj nm3	-0,4661	0,258	3	121	175	13	2017,1538
2119	mm glucose	1,7954	-0,4847	5	218	564	27	2013,1481
2120	mm2	-0,7452	0,2093	4	323	580	35	2015,2571
2121	mmol g	0,1317	0,5051	1	437	824	54	2018,0741
2122	mmol g1	0,2611	0,2711	1	161	199	11	2019,2727
2123	mmol l	0,7193	-0,4249	5	207	255	17	2016,4706
2124	mnp	0,5594	-0,0966	2	170	211	16	2016,75
2125	mo2c	0,204	0,692	1	149	195	13	2017,1538
2126	model component	-0,2036	0,6894	6	184	258	15	2015,3333
2127	model compound	0,1559	0,715	1	945	2761	220	2015,6682
2128	model reaction	0,3965	0,7486	1	310	478	38	2014,3947
2129	model substrate	0,3772	0,0195	2	128	157	12	2015,8333
2130	modern society	-0,6058	-0,4782	3	135	150	10	2017,1
2131	modifier	0,6293	0,3115	1	241	292	20	2014,95
2132	modulation	0,5582	-0,2693	2	233	279	19	2016,5789
2133	module	0,4669	-0,5738	2	284	440	36	2014,8056
2134	mof	0,8184	0,1525	1	309	504	32	2019,0625
2135	mofs	0,6923	0,0882	1	166	227	15	2020
2136	mol mol	-0,2102	0,1422	4	301	474	34	2014,9706
2137	molar ratio	-0,22	0,2169	4	1652	8812	651	2015,6682
2138	molecular mechanism	0,7322	-0,2702	2	175	219	15	2014,5333
2139	molecular oxygen	1,217	-0,1556	5	136	170	10	2015,7
2140	molecular weight distribution	-0,2048	0,1927	6	137	168	14	2015,5
2141	molybdenum	0,0289	0,737	1	198	267	21	2017,5714
2142	mono di	-0,0756	-0,0042	4	102	123	10	2012,3
2143	monocyclic aromatic hydrocarbon	-0,1513	1,018	6	172	326	19	2018,4211
2144	monoglyceride	-0,1878	-0,0641	4	212	415	33	2014,4848
2145	monolayer	1,3948	-0,3458	5	239	490	27	2011
2146	monomer	0,6226	0,112	1	690	1264	89	2016,6292
2147	monomeric sugar	0,3764	-0,4774	2	179	243	15	2016,5333
2148	monometallic catalyst	0,4512	0,7932	1	174	236	16	2016,5625
2149	monosaccharide	0,4165	-0,1719	2	386	690	56	2015,1786
2150	monounsaturated fatty acid	-0,4059	-0,4821	2	144	192	13	2016,6923
2151	monte carlo simulation	-0,3604	-0,4173	3	145	200	17	2017,6471
2152	mos2	0,3314	0,6879	1	172	226	16	2016,875
2153	motivation	-0,4357	-0,398	3	123	132	12	2014,5833
2154	mpa h2	0,3013	0,6737	1	293	440	30	2017,5667
2155	mpa h2 pressure	0,2844	0,914	1	129	161	10	2017,7
2156	mpd	1,6398	-0,313	5	117	259	12	2017
2157	msp	-0,3239	-0,3972	3	159	220	14	2018,1429
2158	msw	-0,3476	-0,1662	3	236	328	26	2016,5385
2159	mthf	0,1963	0,537	1	182	286	19	2016,2105
2160	multi	0,9654	-0,3174	5	423	720	38	2015,4737
2161	multi objective optimization	-0,888	-0,2848	4	145	171	13	2018,3846
2162	multi walled carbon nanotube	1,4347	-0,3011	5	340	780	38	2014,8421
2163	multifunctional catalyst	0,3445	0,6571	1	115	140	10	2013,6
2164	multiple regression analysis	-0,3792	-0,1858	4	101	188	11	2012,9091
2165	multiwalled carbon nanotube	1,502	-0,3473	5	278	576	29	2015,0345
2166	municipal solid waste	-0,3526	-0,2265	3	470	769	63	2016,1429
2167	municipal waste	-0,3614	-0,2	3	177	209	17	2015,2941
2168	municipal wastewater	-0,1531	-0,4199	2	135	172	14	2017,6429
2169	mutagenesis	0,7372	-0,5961	2	254	443	28	2016,0714
2170	mutant	0,7155	-0,5858	2	412	873	62	2016,0806
2171	mutation	0,6399	-0,6094	2	315	565	40	2015,375
2172	mw cm	1,4071	-0,3988	5	302	677	38	2014,8158
2173	mw cm2	1,4832	-0,3237	5	319	791	40	2017,1
2174	mw m	1,0428	-0,5521	5	134	193	12	2012,8333
2175	mw m2	1,0967	-0,6497	5	108	188	13	2013,2308
2176	mwcnt	1,3984	-0,3422	5	439	1182	55	2015,2545
2177	mwcnts	1,5658	-0,3556	5	323	742	33	2015,0303
2178	myrothecium verrucaria	1,5357	-0,523	5	135	224	12	2012,75
2179	n alkane	-0,3439	0,4603	1	212	278	22	2015,6818
2180	n content	-0,0645	0,4633	6	208	283	19	2017,5263
2181	n hexane	-0,3097	-0,0051	4	401	651	52	2016,1923
2182	n paraffin	-0,2637	0,6171	1	138	176	12	2017,6667
2183	n2 adsorption	0,1063	0,6887	1	222	309	22	2015,6818
2184	n2 adsorption desorption	0,1795	0,8594	1	330	563	32	2016,875
2185	n2 atmosphere	0,0403	0,5767	6	160	193	14	2016,2857
2186	n2 physisorption	0,397	0,7327	1	363	522	30	2016,4333
2187	n2 sorption	0,4701	0,7952	1	214	308	16	2016,875
2188	n2o	-0,9934	-0,4112	7	147	195	11	2013,2727
2189	na2co3	-0,3156	0,5631	6	386	700	51	2015,9216
2190	nacl	0,4179	0,0432	5	280	385	30	2014,3
2191	nad	1,4528	-0,5298	5	351	898	49	2012,3469
2192	nadh	1,4858	-0,5001	5	363	1019	52	2011,5577
2193	nadh oxidation	1,7032	-0,473	5	167	323	16	2011,8125
2194	nafion	1,5933	-0,346	5	286	671	36	2013,8056
2195	nannochloropsis	-0,2804	0,0619	6	359	581	47	2016,2553
2196	nannochloropsis gaditana	-0,15	-0,1701	2	139	191	15	2017,1333
2197	nannochloropsis oculata	-0,1551	-0,1313	2	176	247	21	2016,1905
2198	nano additive	-1,2573	-0,5125	7	210	454	25	2018,48
2199	nanocatalyst	0,2435	0,348	1	823	1950	121	2018,124
2200	nanocomposite	1,1894	-0,093	5	520	1181	63	2017
2201	nanocrystal	0,5293	0,356	1	180	225	20	2016,65
2202	nanomaterial	0,8534	-0,2647	5	505	910	57	2017,4386
2203	nanostructure	0,5499	0,0945	5	462	778	59	2017,2203
2204	nanotechnology	0,2586	-0,5122	5	216	281	20	2015,6
2205	nanotube	0,9188	-0,1024	5	302	433	29	2014,6207
2206	nanowire	0,8984	0,0405	5	154	199	13	2015,8462
2207	naoh concentration	-0,1368	-0,0882	4	165	209	16	2016,875
2208	naphtha	-0,4017	0,2323	3	231	321	26	2016,7692
2209	naphthalene	-0,257	0,622	6	418	762	46	2016,1304
2210	nation	-0,4949	-0,5659	3	171	213	12	2013,3333
2211	natural antioxidant	-0,6859	-0,0969	4	99	132	13	2018,4615
2212	natural gas	-0,5299	-0,3201	3	766	1573	123	2014,5528
2213	natural resource	-0,3233	-0,5817	3	259	324	26	2017,0769
2214	neat biodiesel	-1,3824	-0,484	7	152	242	14	2016,1429
2215	neat diesel	-1,451	-0,4634	7	223	452	24	2017,1667
2216	neat diesel fuel	-1,402	-0,5499	7	160	302	14	2017,7143
2217	nedc	-1,1467	-0,5426	7	111	202	11	2012,5455
2218	neem	-1,1037	-0,1072	4	171	258	15	2014,2
2219	neem oil	-1,2966	-0,3295	7	181	285	17	2016,1176
2220	negligible loss	0,0421	0,4451	1	149	189	12	2016,0833
2221	ner	-0,6191	-0,5458	3	129	168	11	2017,7273
2222	net energy ratio	-0,5536	-0,564	3	170	232	16	2018
2223	net present value	-0,4971	-0,5587	3	286	589	38	2017,6316
2224	neutral ph	1,1385	-0,1685	5	203	292	18	2012,1111
2225	new avenue	0,9103	0,0821	5	189	218	13	2016,5385
2226	new biocatalyst	0,9062	-0,3648	5	146	182	12	2017
2227	new biofuel	-0,5917	-0,0991	7	174	228	16	2016,9375
2228	new catalyst	0,5624	0,2729	1	378	557	39	2015,5385
2229	new concept	-0,2029	-0,4389	3	169	191	14	2014,2857
2230	new european driving cycle	-1,0952	-0,527	7	113	204	12	2013,4167
2231	new feedstock	-0,6921	-0,0443	4	158	200	10	2017,2
2232	new fuel	-1,0467	-0,4607	7	143	190	13	2017,0769
2233	new generation	0,3636	-0,1205	5	245	296	19	2015,6842
2234	new source	-0,7165	-0,3038	4	172	229	14	2015,1429
2235	new strategy	0,7858	-0,1114	5	318	395	28	2017,8214
2236	new type	0,5298	-0,0209	5	348	464	30	2015,0333
2237	next generation	-0,2884	-0,536	7	175	208	16	2016,5
2238	nh2	0,7662	0,2189	1	243	326	19	2018,3158
2239	nh3 temperature	0,337	0,9071	1	167	266	14	2015,3571
2240	nh3 tpd	0,3191	0,8665	1	542	1246	67	2017,6418
2241	ni al2o3	0,1727	0,775	1	204	315	22	2015,8636
2242	ni al2o3 catalyst	0,154	0,7188	1	121	161	12	2015,75
2243	ni c	0,224	0,9097	1	136	179	13	2018,2308
2244	ni catalyst	0,1004	0,7417	1	336	528	44	2016,4318
2245	ni hzsm	0,0309	0,9257	1	255	397	26	2017,4231
2246	ni loading	0,2506	0,8416	1	119	144	12	2017
2247	ni nanoparticle	0,4039	0,7988	1	139	173	12	2017,9167
2248	ni zsm	0,0037	0,9318	1	184	251	16	2017,3125
2249	ni2	0,4487	-0,0551	2	147	177	11	2017,3636
2250	nickel	0,1775	0,592	1	757	1538	128	2015,8594
2251	nickel catalyst	0,1931	0,6392	1	267	394	35	2015,5143
2252	nickel content	0,1663	0,7508	1	118	142	12	2015,5833
2253	nicotinamide adenine dinucleotide	1,6042	-0,4797	5	211	436	22	2013,1364
2254	nigeria	-0,8078	-0,4199	3	129	172	13	2015,9231
2255	nimo	-0,008	0,8725	1	293	511	31	2017,1935
2256	nimo al2o3	-0,1662	0,7164	1	156	212	15	2016,5333
2257	nimo catalyst	0,0264	0,8295	1	213	337	24	2017,2917
2258	nio	0,0952	0,5965	1	428	679	49	2017,2041
2259	nitric oxide	-1,3945	-0,4406	7	129	221	13	2016,4615
2260	nitrile	-0,2643	0,6814	6	190	285	22	2015,5909
2261	nitrogen adsorption desorption	0,0991	0,8395	1	140	186	11	2016,4545
2262	nitrogen atmosphere	-0,2847	0,6485	6	187	275	26	2016,4615
2263	nitrogen compound	-0,2759	0,5089	6	188	294	24	2016,375
2264	nitrogen content	-0,2182	0,3524	6	569	1111	78	2016,7692
2265	nitrogen flow rate	-0,5501	0,6387	6	181	356	24	2016,7917
2266	nitrogen oxide	-1,3192	-0,4739	7	472	1438	78	2017,2564
2267	nitrogen source	0,1517	-0,459	2	170	247	20	2017,6
2268	nitrogenated compound	-0,4176	0,721	6	123	164	11	2017,8182
2269	nitrogenous compound	-0,286	0,5843	6	225	354	26	2018,1923
2270	nm3	-0,4483	0,1825	3	240	346	27	2016,2222
2271	no2	-0,979	-0,2236	7	168	250	17	2016,1176
2272	noble metal	0,394	0,3712	1	375	507	38	2016,5
2273	noble metal catalyst	0,34	0,7037	1	339	543	37	2015
2274	non catalytic	-0,2921	0,4215	6	197	249	15	2017,4
2275	non catalytic process	-0,244	0,4774	6	120	139	12	2018
2276	non catalytic pyrolysis	-0,1623	0,9342	6	301	572	41	2016,5366
2277	non catalytic transesterification	-0,4913	-0,2344	4	86	116	12	2017,4167
2278	non condensable gas	-0,4431	0,6107	6	212	378	30	2016,0667
2279	non condensable gase	-0,3411	0,575	6	157	229	21	2016,0476
2280	non edible feedstock	-0,8246	0,0273	4	287	456	28	2017,6786
2281	non edible oil	-0,6077	-0,0251	4	620	1207	81	2015,7778
2282	non edible vegetable oil	-0,5902	0,1863	4	192	243	15	2016,1333
2283	non noble metal	0,2421	0,4385	1	110	132	10	2013,2
2284	non noble metal catalyst	0,4084	0,633	1	157	208	15	2019,0667
2285	nonedible oil	-0,5106	-0,1353	4	148	190	13	2015,8462
2286	novel route	0,0369	-0,4167	3	121	131	10	2016,9
2287	novozym	-0,0428	-0,2539	4	263	554	40	2013,65
2288	novozyme	0,1756	-0,4173	4	167	235	18	2014,4444
2289	nox	-1,3187	-0,4647	7	824	4153	231	2016,9177
2290	nox emission	-1,3685	-0,4669	7	670	3025	163	2017,135
2291	nox formation	-1,3776	-0,622	7	120	212	13	2016,4615
2292	nox reduction	-1,1414	-0,2818	7	112	169	13	2017
2293	npv	-0,4873	-0,5528	3	243	449	29	2016,9655
2294	numerical result	-0,2369	-0,3078	5	104	126	12	2016,8333
2295	numerical simulation	-0,0727	-0,1407	5	195	261	30	2015,9333
2296	nutraceutical	-0,0017	-0,5987	2	97	119	10	2018,6
2297	nutrient	-0,1564	-0,4485	2	622	1219	107	2017,1121
2298	nutrient recovery	-0,2563	-0,3176	3	132	155	11	2018,1818
2299	nutrient removal	-0,1371	-0,6615	2	129	194	15	2016,6
2300	o c	-0,3141	0,5452	6	206	295	18	2018,1111
2301	o c ratio	-0,1616	0,6228	6	305	472	35	2017,7143
2302	o content	-0,0757	0,7294	6	204	307	22	2016,5
2303	o2 reduction	1,5345	-0,4576	5	193	373	19	2013,5789
2304	ocp	1,694	-0,4416	5	166	311	14	2016,1429
2305	octane number	-0,5822	0,1662	7	246	338	29	2016,1034
2306	octene	0,2298	0,4604	1	118	140	11	2012,9091
2307	ocv	1,6237	-0,5074	5	235	494	23	2016,1739
2308	ofmsw	-0,1955	-0,5856	3	102	131	10	2019
2309	oh group	0,4544	0,4439	1	226	278	22	2016,6364
2310	oil biodiesel	-1,226	-0,3314	7	563	1653	99	2016,4343
2311	oil content	-0,5453	-0,2673	4	559	1060	80	2016,5125
2312	oil conversion	-0,324	0,3576	4	296	485	39	2015,9487
2313	oil crop	-0,424	-0,2245	4	213	267	21	2014,1429
2314	oil feedstock	-0,4074	0,0358	4	381	626	42	2014,4286
2315	oil fraction	-0,3075	0,4147	6	349	512	39	2016,1026
2316	oil mass	-0,5536	-0,0603	4	153	251	17	2013,4118
2317	oil methanol molar ratio	-0,4909	0,1129	4	137	206	13	2017,0769
2318	oil methanol ratio	-0,72	-0,1427	4	119	154	12	2016,25
2319	oil methyl ester	-1,1706	-0,2829	7	574	1811	108	2015,7685
2320	oil molar ratio	-0,5463	0,1431	4	830	3415	231	2015,9567
2321	oil palm	-0,4219	-0,0472	3	91	107	10	2013
2322	oil palm biomass	-0,3372	0,1923	6	127	178	17	2015,5294
2323	oil price	-0,5217	-0,4392	3	226	318	24	2014,7083
2324	oil ratio	-0,5013	0,2185	4	784	2078	155	2015,4968
2325	oil weight	-0,2459	-0,2275	4	181	286	18	2012,7778
2326	oilseed	-0,6105	-0,4274	3	225	320	26	2017,2692
2327	oleaginous microorganism	-0,1526	-0,5919	2	177	243	15	2017,2
2328	oleaginous yeast	-0,1247	-0,4851	2	206	275	22	2017,3182
2329	oleic acid conversion	0,0123	0,782	1	83	106	11	2015,6364
2330	oligomer	0,2589	0,2212	1	504	856	65	2015,5385
2331	oligosaccharide	0,6188	-0,3414	2	253	440	34	2016,1471
2332	olive oil	-0,2346	-0,1848	4	198	286	24	2013,5
2333	olive tree pruning	-0,0408	-0,5702	2	99	124	10	2017,5
2334	olp	-0,6977	0,6249	6	162	299	20	2015,2
2335	onset	0,9885	-0,3916	5	208	286	16	2015,5625
2336	onset potential	1,484	-0,2821	5	229	412	21	2017,4762
2337	open circuit potential	1,629	-0,3911	5	398	1322	62	2015,3548
2338	open circuit voltage	1,5986	-0,4712	5	470	2227	115	2014,9826
2339	open pond	-0,367	-0,4475	2	132	166	12	2017,25
2340	operating cost	-0,5284	-0,3982	3	276	427	31	2015,7742
2341	operating variable	-0,4053	0,3232	4	112	139	12	2013,4167
2342	operational stability	0,9106	-0,2659	5	331	549	37	2016,0541
2343	opf	-0,1728	0,1894	6	86	116	10	2016,1
2344	optimal parameter	-0,683	-0,0115	4	119	137	12	2017,8333
2345	optimal ph	0,5954	-0,5988	2	121	157	12	2011,5833
2346	optimal pretreatment condition	0,2148	-0,2827	2	104	134	10	2017,1
2347	optimal reaction condition	-0,0569	0,326	4	492	880	64	2016,0469
2348	optimization process	-0,7767	-0,1181	4	117	143	12	2017,5833
2349	optimization result	-0,5914	-0,4438	4	172	199	13	2016,4615
2350	optimization study	-0,4205	0,1552	4	453	821	50	2016,28
2351	optimized parameter	-0,7034	0,0041	4	138	176	12	2017,5
2352	optimized reaction condition	0,0717	0,5215	1	524	958	61	2017,1148
2353	optimum biodiesel yield	-0,8341	0,0873	4	169	294	17	2017,1176
2354	optimum combination	-0,5077	-0,016	4	155	217	13	2014,4615
2355	optimum condition	-0,3331	0,0816	4	1349	4589	330	2016,2758
2356	optimum experimental condition	0,0037	0,136	4	138	170	11	2014,4545
2357	optimum parameter	-0,3645	0,0271	4	182	238	17	2017,1765
2358	optimum ph	0,5063	-0,3739	2	129	145	11	2015,3636
2359	optimum process condition	-0,661	0,2975	4	161	251	17	2015,7647
2360	optimum reaction condition	0,0261	0,3344	1	464	857	58	2014,9828
2361	optimum value	-0,6872	-0,0736	4	276	419	28	2014,75
2362	optimum yield	-0,5357	0,2473	4	230	341	24	2015,2917
2363	organic liquid product	-0,5907	0,6824	6	243	461	33	2015,2424
2364	organism	0,3262	-0,5976	2	700	1447	117	2015,1282
2365	organosolv	0,2442	-0,4679	2	184	298	20	2016,85
2366	organosolv lignin	0,2121	0,3104	1	165	235	21	2017,0476
2367	organosolv pretreatment	0,1234	-0,4261	2	152	241	21	2016,7619
2368	orientation	1,1313	-0,3076	5	320	594	35	2016,6571
2369	original activity	0,5408	-0,0886	2	211	278	20	2015,85
2370	original biomass	-0,1508	0,1284	6	100	114	10	2016,5
2371	orr	1,5257	-0,3201	5	262	586	29	2016,8966
2372	output	0,0309	-0,4679	3	964	2028	139	2015,9353
2373	output power	1,0426	-0,4431	5	194	260	16	2016,125
2374	overexpression	0,5647	-0,5902	2	126	187	13	2015,6154
2375	oxalic acid	0,3319	-0,0634	2	203	325	28	2015,8214
2376	oxidant	0,6864	-0,1187	5	267	367	31	2016,0323
2377	oxidase	1,4254	-0,4646	5	439	1274	73	2014,7397
2378	oxidation	0,7581	-0,1905	5	1606	6068	430	2014,7767
2379	oxidation catalyst	0,0371	-0,6191	7	225	372	25	2014,72
2380	oxidation reaction	0,9255	-0,0801	5	309	527	38	2015,5
2381	oxidation stability	-0,8508	-0,1122	4	611	1439	93	2016,6989
2382	oxidation state	0,2315	0,5095	1	180	242	19	2016,9474
2383	oxidative stability	-0,6733	-0,1813	4	450	1026	80	2015,1125
2384	oxidative stress	-0,7606	-0,551	7	103	141	11	2014,9091
2385	oxidoreductase	1,0508	-0,5967	5	212	356	22	2015,5
2386	oxygen carrier	-0,2886	0,1852	3	77	105	12	2017,5
2387	oxygen concentration	0,0541	-0,035	6	245	308	21	2016,5714
2388	oxygen content	-0,405	0,494	6	1289	4280	287	2016,453
2389	oxygen reduction	1,4163	-0,3673	5	351	851	43	2013,4419
2390	oxygen reduction reaction	1,5372	-0,3235	5	314	815	40	2016,85
2391	oxygen removal	-0,0983	0,5265	1	299	451	31	2015,9355
2392	oxygen vacancy	0,4788	0,7177	1	179	238	17	2018,7647
2393	oxygenate	-0,0941	0,62	1	896	2085	148	2015,9392
2394	oxygenated compound	-0,2378	0,7805	6	752	1763	121	2016,5041
2395	oxygenated fuel	-0,9495	-0,2166	7	236	358	23	2014,3478
2396	oxygenated organic compound	-0,1681	0,8677	6	100	134	13	2015,1538
2397	p toluenesulfonic acid	0,3288	0,3421	1	174	222	16	2016,6875
2398	p value	-0,4764	0,1541	4	148	195	11	2018,6364
2399	pah	-0,8014	0,0678	7	455	970	63	2014,2698
2400	pahs	-0,8294	0,0238	7	231	399	26	2016,0385
2401	pair	0,8009	-0,061	5	291	416	38	2014,1842
2402	palladium	0,4168	0,3819	1	476	752	55	2015,1091
2403	palladium catalyst	0,0255	0,4659	1	137	168	13	2014,3846
2404	palladium nanoparticle	0,7665	0,56	1	175	273	22	2014,6818
2405	palm	-0,7001	-0,2484	4	436	733	54	2015,9815
2406	palm biodiesel	-1,2782	-0,3019	7	162	245	16	2015,5625
2407	palm fatty acid distillate	-0,1987	0,1566	4	288	549	35	2017,0571
2408	palm kernel oil	-0,6534	0,01	4	175	215	16	2016,875
2409	palm kernel shell	-0,4293	0,3394	6	214	320	21	2017
2410	palm oil mill effluent	-0,6699	-0,3313	4	143	190	13	2017,7692
2411	palmitic	-0,5269	-0,0992	4	249	374	30	2015,7
2412	palmitic acid	-0,2378	-0,0334	4	582	1099	83	2016,5181
2413	palmitoleic acid	-0,444	-0,4612	2	130	163	11	2016,0909
2414	pani	1,5073	-0,3802	5	132	215	11	2014
2415	paper mill	-0,238	-0,062	3	134	150	13	2016,6154
2416	par	-1,1606	-0,3897	7	169	264	14	2017,8571
2417	partial oxidation	-0,2238	0,0659	3	208	286	27	2014,8519
2418	participation	-0,0258	-0,4566	3	228	280	18	2015,8333
2419	particle emission	-1,1577	-0,5325	7	141	223	16	2016,875
2420	particle number	-1,3119	-0,5613	7	142	248	13	2016,5385
2421	particulate	-0,9319	-0,3025	7	238	380	29	2016,2759
2422	particulate emission	-1,1895	-0,4507	7	178	309	19	2015,3158
2423	particulate matter	-1,1477	-0,4859	7	501	1381	86	2015,2674
2424	payback period	-0,4997	-0,5004	3	187	264	16	2018,4375
2425	pbs	1,4381	-0,3829	5	216	395	22	2015,1364
2426	pcc	0,3101	-0,6275	2	126	176	14	2017,2857
2427	pd c	0,2456	0,7333	1	522	1079	74	2016,3514
2428	pd c catalyst	0,0365	0,576	1	233	350	29	2015,8276
2429	pd catalyst	0,3871	0,7207	1	218	313	24	2016,3333
2430	pd nanoparticle	0,7091	0,532	1	229	324	21	2016,1429
2431	pdo	0,3358	0,0096	1	164	198	18	2015,6667
2432	peak area	-0,1577	0,6629	6	207	300	21	2016,0952
2433	peak power density	1,1148	-0,31	5	151	231	13	2016,7692
2434	peg	0,4792	-0,2402	2	122	140	12	2017,1667
2435	pei	1,424	-0,3645	5	266	645	32	2017,125
2436	pem	0,7183	-0,3066	5	128	165	12	2012,5
2437	penalty	-0,7119	-0,2924	3	343	471	30	2017,1667
2438	pentadecane	0,1713	0,5108	1	155	211	14	2016,6429
2439	pentanol	-0,2732	0,0546	7	304	428	29	2018,1034
2440	pentose	0,2344	-0,465	2	169	238	16	2015
2441	percentage yield	-0,6147	0,1627	4	126	162	16	2015,0625
